CLAVE,NOMBRE,ESTADO,MUNICIPIO,ORG_CUENCA,CUENCA,TIPO_EST,INICIO,MAS_RECIENTE,SITUACION,LONGITUD,LATITUD,ALTITUD,DIARIOS,MENSUALES,EXTREMOS,NORMALES_1961_1990,NORMALES_1971_2000,NORMALES_1981_2010,NORMALES_1991_2020
14029, CONCEPCION DE BUENOS AIRES,JALISCO,CONCEPCIÓN DE BUENOS AIRES,LERMA SANTIAGO PACÍFICO,LAGUNA DE SAYULA B,CLIMATOLÓGICA,1970-01-01,2021-09-30,OPERANDO,-103.2605556,19.97833333,1639,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14029.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14029.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14029.txt,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14029.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14029.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14029.txt
14030, CIUDAD GUZMAN (OBS),JALISCO,ZAPOTLÁN EL GRANDE,LERMA SANTIAGO PACÍFICO,LAGUNA DE ZAPOTLÁN,OBSERVATORIO,1897-01-01,2024-06-27,OPERANDO,-103.4647222,19.71805556,1515,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14030.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14030.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14030.txt,,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14030.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14030.txt
14032, COLOTLAN (OBS),JALISCO,COLOTLÁN,LERMA SANTIAGO PACÍFICO,RÍO TEPETONGO,OBSERVATORIO,1966-08-01,2024-07-07,OPERANDO,-103.2677778,22.10722222,1675,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14032.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14032.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14032.txt,,,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14032.txt
14033, COMANJA DE CORONA,JALISCO,LAGOS DE MORENO,LERMA SANTIAGO PACÍFICO,RÍO DE LAGOS,CLIMATOLÓGICA,1963-02-01,2023-06-30,OPERANDO,-101.7138889,21.32583333,2244,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14033.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14033.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14033.txt,,,,
14034, CONTLA,JALISCO,TAMAZULA DE GORDIANO,LERMA SANTIAGO PACÍFICO,QUITO,CLIMATOLÓGICA,1970-12-01,2023-05-31,OPERANDO,-103.1811111,19.75305556,1160,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14034.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14034.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14034.txt,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14034.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14034.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14034.txt
14035, CORRINCHIS II,JALISCO,MASCOTA,LERMA SANTIAGO PACÍFICO,MASCOTA,CLIMATOLÓGICA,1961-01-01,2024-07-13,OPERANDO,-104.7736111,20.50055556,1267,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14035.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14035.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14035.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14035.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14035.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14035.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14035.txt
14036, CUAUTITLAN,JALISCO,CUAUTITLÁN DE GARCÍA BARRAGÁN,LERMA SANTIAGO PACÍFICO,RÍO MARABASCO A,CLIMATOLÓGICA,1958-06-01,2023-06-30,OPERANDO,-104.3591667,19.45055556,600,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14036.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14036.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14036.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14036.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14036.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14036.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14036.txt
14037, PRESA ACHIMEC,JALISCO,HUEJÚCAR,LERMA SANTIAGO PACÍFICO,RÍO TEPETONGO,CLIMATOLÓGICA,1969-01-01,2024-06-30,OPERANDO,-103.2280556,22.32527778,1825,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14037.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14037.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14037.txt,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14037.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14037.txt,
14038, CUIXTLA,JALISCO,SAN CRISTÓBAL DE LA BARRANCA,LERMA SANTIAGO PACÍFICO,PRESA SANTA ROSA,CLIMATOLÓGICA,1954-06-01,2024-07-13,OPERANDO,-103.4388889,21.05194444,1000,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14038.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14038.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14038.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14038.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14038.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14038.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14038.txt
14039, CUQUIO,JALISCO,CUQUÍO,LERMA SANTIAGO PACÍFICO,RÍO SANTIAGO 2,CLIMATOLÓGICA,1943-06-01,2023-05-31,OPERANDO,-103.0233333,20.92777778,1790,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14039.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14039.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14039.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14039.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14039.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14039.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14039.txt
14040, CHAPALA,JALISCO,CHAPALA,LERMA SANTIAGO PACÍFICO,RÍO LERMA 7,CLIMATOLÓGICA,1934-04-01,2024-07-13,OPERANDO,-103.1891667,20.29,1530,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14040.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14040.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14040.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14040.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14040.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14040.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14040.txt
14044, EL BRAMADOR,JALISCO,TALPA DE ALLENDE,LERMA SANTIAGO PACÍFICO,RÍO TOMATLÁN A,CLIMATOLÓGICA,1959-08-01,2022-03-31,OPERANDO,-105.0497222,20.31,1704,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14044.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14044.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14044.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14044.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14044.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14044.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14044.txt
14046, EL CHANTE,JALISCO,AUTLÁN DE NAVARRO,LERMA SANTIAGO PACÍFICO,CANOAS,CLIMATOLÓGICA,1969-11-01,2020-06-30,OPERANDO,-104.2033333,19.71861111,900,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14046.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14046.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14046.txt,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14046.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14046.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14046.txt
14047, EL FUERTE,JALISCO,OCOTLÁN,LERMA SANTIAGO PACÍFICO,RÍO LERMA 7,CLIMATOLÓGICA,1961-01-01,2024-07-11,OPERANDO,-102.7633333,20.33083333,1540,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14047.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14047.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14047.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14047.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14047.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14047.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14047.txt
14048, EL CHIFLON,JALISCO,CIHUATLÁN,LERMA SANTIAGO PACÍFICO,RÍO PURIFICACIÓN,CLIMATOLÓGICA,1954-07-01,2024-07-13,OPERANDO,-104.5583333,19.29166667,360,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14048.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14048.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14048.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14048.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14048.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14048.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14048.txt
14052, EL NOGAL,JALISCO,TAPALPA,LERMA SANTIAGO PACÍFICO,EL ROSARIO,CLIMATOLÓGICA,1946-03-01,2019-12-31,OPERANDO,-103.7872222,19.89722222,2000,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14052.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14052.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14052.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14052.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14052.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14052.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14052.txt
14053, EL PINITO,JALISCO,HUEJUQUILLA EL ALTO,LERMA SANTIAGO PACÍFICO,RÍO SAN JUAN,CLIMATOLÓGICA,1964-08-01,2022-07-31,OPERANDO,-103.9483333,22.60916667,1684,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14053.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14053.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14053.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14053.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14053.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14053.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14053.txt
14054, EL PUESTO,JALISCO,LAGOS DE MORENO,LERMA SANTIAGO PACÍFICO,RÍO ENCARNACIÓN,CLIMATOLÓGICA,1965-09-01,2023-07-31,OPERANDO,-101.9663889,21.62555556,2050,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14054.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14054.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14054.txt,,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14054.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14054.txt
14056, EL SALITRE,JALISCO,SAN MARTÍN HIDALGO,LERMA SANTIAGO PACÍFICO,COCULA,CLIMATOLÓGICA,1961-01-01,2024-06-28,OPERANDO,-103.8569444,20.51027778,1260,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14056.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14056.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14056.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14056.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14056.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14056.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14056.txt
14059, EL TUITO,JALISCO,CABO CORRIENTES,LERMA SANTIAGO PACÍFICO,TECOMALA,CLIMATOLÓGICA,1950-10-01,2024-07-13,OPERANDO,-105.3261111,20.31972222,600,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14059.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14059.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14059.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14059.txt,,,
14060, EL TULE,JALISCO,ARANDAS,LERMA SANTIAGO PACÍFICO,RÍO ZULA,CLIMATOLÓGICA,1962-06-01,2024-07-14,OPERANDO,-102.4411111,20.71694444,2005,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14060.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14060.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14060.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14060.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14060.txt,,
14063, ETZATLAN (SMN),JALISCO,ETZATLÁN,LERMA SANTIAGO PACÍFICO,SALADO,CLIMATOLÓGICA,1948-05-01,2021-09-30,OPERANDO,-104.1,20.76666667,1380,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14063.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14063.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14063.txt,,,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14063.txt
14065, GUADALAJARA (OBS),JALISCO,GUADALAJARA,LERMA SANTIAGO PACÍFICO,RÍO SANTIAGO 2,OBSERVATORIO,1882-04-01,2024-07-07,OPERANDO,-103.3922222,20.70638889,1551,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14065.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14065.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14065.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14065.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14065.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14065.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14065.txt
14066, GUADALAJARA (DGE),JALISCO,GUADALAJARA,LERMA SANTIAGO PACÍFICO,RÍO SANTIAGO 2,CLIMATOLÓGICA,1930-09-01,2024-04-23,OPERANDO,-103.3461111,20.67638889,1550,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14066.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14066.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14066.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14066.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14066.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14066.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14066.txt
14067, HIGUERA BLANCA,JALISCO,TOMATLÁN,LERMA SANTIAGO PACÍFICO,RÍO TOMATLÁN B,CLIMATOLÓGICA,1955-04-01,2024-07-13,OPERANDO,-105.1625,19.99416667,140,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14067.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14067.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14067.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14067.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14067.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14067.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14067.txt
14068, HOSTOTIPAQUILLO,JALISCO,HOSTOTIPAQUILLO,LERMA SANTIAGO PACÍFICO,RÍO SANTIAGO 3,CLIMATOLÓGICA,1939-01-01,2021-04-30,OPERANDO,-104.0513889,21.05805556,1300,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14068.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14068.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14068.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14068.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14068.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14068.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14068.txt
14070, HUASCATO,JALISCO,DEGOLLADO,LERMA SANTIAGO PACÍFICO,RÍO LERMA 7,CLIMATOLÓGICA,1964-01-01,2024-07-13,OPERANDO,-102.2488889,20.48055556,1619,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14070.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14070.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14070.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14070.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14070.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14070.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14070.txt
14071, HUEJUQUILLA EL ALTO (DGE),JALISCO,HUEJUQUILLA EL ALTO,LERMA SANTIAGO PACÍFICO,RÍO SAN JUAN,CLIMATOLÓGICA,1986-01-01,2024-02-21,OPERANDO,-103.8975,22.62777778,1740,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14071.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14071.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14071.txt,,,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14071.txt
14072, HUERTA VIEJA,JALISCO,IXTLAHUACÁN DE LOS MEMBRILLOS,LERMA SANTIAGO PACÍFICO,RÍO SANTIAGO 1,CLIMATOLÓGICA,1950-10-01,2024-07-14,OPERANDO,-103.2422222,20.42583333,1550,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14072.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14072.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14072.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14072.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14072.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14072.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14072.txt
14075, JAMAY,JALISCO,JAMAY,LERMA SANTIAGO PACÍFICO,RÍO LERMA 7,CLIMATOLÓGICA,1948-03-01,2024-07-13,OPERANDO,-102.7094444,20.29,1530,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/jal/dia14075.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/jal/mes14075.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/jal/medex14075.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/jal/nor6190_14075.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/jal/nor7100_14075.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/jal/nor8110_14075.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/jal/nor9120_14075.txt
