CLAVE,NOMBRE,ESTADO,MUNICIPIO,ORG_CUENCA,CUENCA,TIPO_EST,INICIO,MAS_RECIENTE,SITUACION,LONGITUD,LATITUD,ALTITUD,DIARIOS,MENSUALES,EXTREMOS,NORMALES_1961_1990,NORMALES_1971_2000,NORMALES_1981_2010,NORMALES_1991_2020
25173, ALTATA,SINALOA,NAVOLATO,PACÍFICO NORTE,GRUPO DE CORRIENTES ALTATA,CLIMATOLÓGICA,2003-09-01,2018-07-31,OPERANDO,-107.8422222,24.65833333,4,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/sin/dia25173.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/sin/mes25173.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/sin/medex25173.txt,,,,
25176, EL QUEMADO,SINALOA,MAZATLÁN,PACÍFICO NORTE,RÍO QUELITE 1,CLIMATOLÓGICA,1979-08-01,2024-01-23,OPERANDO,-106.4666667,23.5625,50,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/sin/dia25176.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/sin/mes25176.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/sin/medex25176.txt,,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/sin/nor8110_25176.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/sin/nor9120_25176.txt
25178, ZOPILOTE,SINALOA,GUASAVE,PACÍFICO NORTE,RÍO SINALOA 2,CLIMATOLÓGICA,1979-09-01,2024-01-23,OPERANDO,-108.3458333,25.73055556,37,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/sin/dia25178.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/sin/mes25178.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/sin/medex25178.txt,,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/sin/nor8110_25178.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/sin/nor9120_25178.txt
25183, COMEDERO,SINALOA,COSALÁ,PACÍFICO NORTE,RÍO SAN LORENZO 1,CLIMATOLÓGICA,1981-01-01,2024-05-31,OPERANDO,-106.8166667,24.61805556,310,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/sin/dia25183.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/sin/mes25183.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/sin/medex25183.txt,,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/sin/nor8110_25183.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/sin/nor9120_25183.txt
25186, OTATITAN,SINALOA,ROSARIO,PACÍFICO NORTE,RÍO BALUARTE 1,CLIMATOLÓGICA,1982-01-01,2018-04-30,OPERANDO,-105.6666667,23.01388889,93,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/sin/dia25186.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/sin/mes25186.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/sin/medex25186.txt,,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/sin/nor8110_25186.txt,
26004, ARIVECHI,SONORA,ARIVECHI,NOROESTE,RÍO YAQUI 1,CLIMATOLÓGICA,1961-01-01,2018-05-31,OPERANDO,-109.1908333,28.92916667,482,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26004.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26004.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26004.txt,,,,
26005, ARIZPE,SONORA,ARIZPE,NOROESTE,RÍO SONORA 1,CLIMATOLÓGICA,1961-04-01,2023-06-30,OPERANDO,-110.1675,30.33583333,836,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26005.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26005.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26005.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/son/nor6190_26005.txt,,,
26006, BACADEHUACHI,SONORA,BACADÉHUACHI,NOROESTE,RÍO YAQUI 1,CLIMATOLÓGICA,1963-11-01,2023-11-30,OPERANDO,-109.14,29.80722222,695,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26006.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26006.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26006.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/son/nor6190_26006.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/son/nor7100_26006.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26006.txt,
26007, BACANUCHI,SONORA,ARIZPE,NOROESTE,RÍO SONORA 1,CLIMATOLÓGICA,1964-01-01,2023-10-31,OPERANDO,-110.2386111,30.59888889,1049,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26007.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26007.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26007.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/son/nor6190_26007.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/son/nor7100_26007.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26007.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26007.txt
26008, BANAMICHI,SONORA,BANÁMICHI,NOROESTE,RÍO SONORA 1,CLIMATOLÓGICA,1961-04-01,2021-09-25,OPERANDO,-110.215,30.00361111,675,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26008.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26008.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26008.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/son/nor6190_26008.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/son/nor7100_26008.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26008.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26008.txt
26009, BATACOSA,SONORA,QUIRIEGO,NOROESTE,ARROYO COCORAQUE 1,CLIMATOLÓGICA,1962-06-01,2022-04-30,OPERANDO,-109.4011111,27.52944444,230,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26009.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26009.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26009.txt,,,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26009.txt
26010, VILLA JUAREZ,SONORA,BENITO JUÁREZ,NOROESTE,ARROYO COCORAQUE 2,CLIMATOLÓGICA,1969-01-01,2022-11-30,OPERANDO,-109.8419444,27.12555556,17,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26010.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26010.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26010.txt,,,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26010.txt
26012, BAVISPE (SMN),SONORA,BAVISPE,NOROESTE,RÍO BAVISPE,CLIMATOLÓGICA,1961-01-01,2020-12-31,OPERANDO,-108.9397222,30.48027778,1000,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26012.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26012.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26012.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/son/nor6190_26012.txt,,,
26016, CARBO,SONORA,CARBÓ,NOROESTE,RÍO SONORA 2,CLIMATOLÓGICA,1960-01-01,2023-09-30,OPERANDO,-110.955,29.68416667,464,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26016.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26016.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26016.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/son/nor6190_26016.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/son/nor7100_26016.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26016.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26016.txt
26018, CIUDAD OBREGON (DGE),SONORA,CAJEME,NOROESTE,RÍO YAQUI 3,CLIMATOLÓGICA,1961-01-01,2023-06-30,OPERANDO,-109.9380556,27.48138889,40,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26018.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26018.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26018.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/son/nor6190_26018.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/son/nor7100_26018.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26018.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26018.txt
26019, CIANO,SONORA,NAVOJOA,NOROESTE,RÍO MAYO 3,CLIMATOLÓGICA,1967-12-01,2023-08-31,OPERANDO,-109.4922222,27.01194444,31,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26019.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26019.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26019.txt,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/son/nor7100_26019.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26019.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26019.txt
26020, CIUDAD OBREGON (OBS),SONORA,CAJEME,NOROESTE,RÍO YAQUI 3,OBSERVATORIO,1983-01-01,2023-04-11,OPERANDO,-109.9166667,27.48333333,41,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26020.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26020.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26020.txt,,,,
26021, COCORAQUE,SONORA,QUIRIEGO,NOROESTE,ARROYO COCORAQUE 2,CLIMATOLÓGICA,1969-04-01,2022-05-31,OPERANDO,-109.6283333,27.415,106,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26021.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26021.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26021.txt,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/son/nor7100_26021.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26021.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26021.txt
26024, PRESA ADOLFO RUIZ CORTINEZ -CORTINA-,SONORA,ÁLAMOS,NOROESTE,RÍO MAYO 2,CLIMATOLÓGICA,1955-07-01,2022-03-31,OPERANDO,-109.0583333,27.24888889,144,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26024.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26024.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26024.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/son/nor6190_26024.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/son/nor7100_26024.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26024.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26024.txt
26025, CUCURPE,SONORA,CUCURPE,NOROESTE,RÍO SAN MIGUEL,CLIMATOLÓGICA,1967-06-01,2021-11-30,OPERANDO,-110.7061111,30.33055556,853,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26025.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26025.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26025.txt,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/son/nor7100_26025.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26025.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26025.txt
26032, EL OREGANO,SONORA,HERMOSILLO,NOROESTE,RÍO SONORA 2,CLIMATOLÓGICA,1941-06-01,2019-08-31,OPERANDO,-110.7061111,29.22972222,279,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26032.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26032.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26032.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/son/nor6190_26032.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/son/nor7100_26032.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26032.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26032.txt
26035, FELIX GOMEZ,SONORA,PITIQUITO,NOROESTE,RÍO SONORA 3,CLIMATOLÓGICA,1960-01-01,2022-05-29,OPERANDO,-111.4788889,29.83666667,665,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26035.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26035.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26035.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/son/nor6190_26035.txt,,,
26040, HERMOSILLO (OBS),SONORA,HERMOSILLO,NOROESTE,RÍO SONORA 3,OBSERVATORIO,1982-02-01,2020-12-31,OPERANDO,-110.93,29.07833333,215,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26040.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26040.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26040.txt,,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26040.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26040.txt
26043, HORNOS,SONORA,CAJEME,NOROESTE,RÍO YAQUI 3,CLIMATOLÓGICA,1960-03-01,2022-11-30,OPERANDO,-109.9041667,27.71305556,54,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26043.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26043.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26043.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/son/nor6190_26043.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/son/nor7100_26043.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26043.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26043.txt
26045, IMURIS (SMN),SONORA,IMURIS,NOROESTE,ARROYO COCÓSPERA,CLIMATOLÓGICA,1944-07-01,2022-11-30,OPERANDO,-110.85,30.78333333,840,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26045.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26045.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26045.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/son/nor6190_26045.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/son/nor7100_26045.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26045.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26045.txt
26050, LAS PANELAS,SONORA,ÁLAMOS,NOROESTE,RÍO MAYO 2,CLIMATOLÓGICA,1960-08-01,2019-05-31,OPERANDO,-108.8766667,27.41194444,169,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26050.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26050.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26050.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/son/nor6190_26050.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/son/nor7100_26050.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26050.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26050.txt
26052, MAZATAN,SONORA,MAZATÁN,NOROESTE,RÍO MÁTAPE 1,CLIMATOLÓGICA,1961-01-01,2023-03-31,OPERANDO,-110.1377778,29.00361111,544,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26052.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26052.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26052.txt,,,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26052.txt
26053, MINAS NUEVAS,SONORA,ÁLAMOS,NOROESTE,ARROYO ALAMOS,CLIMATOLÓGICA,1927-02-01,2023-08-31,OPERANDO,-109.0063889,27.05944444,480,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26053.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26053.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26053.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/son/nor6190_26053.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/son/nor7100_26053.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26053.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26053.txt
26057, NACO,SONORA,NACO,NOROESTE,RÍO SAN PEDRO,CLIMATOLÓGICA,1931-01-01,2022-11-30,OPERANDO,-109.9477778,31.32694444,1411,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26057.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26057.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26057.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/son/nor6190_26057.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/son/nor7100_26057.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26057.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26057.txt
26061, NAVOJOA,SONORA,NAVOJOA,NOROESTE,RÍO MAYO 3,CLIMATOLÓGICA,1922-01-01,2023-11-30,OPERANDO,-109.4433333,27.07194444,48,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26061.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26061.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26061.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/son/nor6190_26061.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/son/nor7100_26061.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26061.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26061.txt
26062, NOGALES (DGE),SONORA,NOGALES,NOROESTE,ARROYO LOS NOGALES,CLIMATOLÓGICA,1963-10-01,2023-09-30,OPERANDO,-110.9458333,31.31861111,1200,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26062.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26062.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26062.txt,,,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26062.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26062.txt
26063, NURI,SONORA,ROSARIO,NOROESTE,RÍO YAQUI 2,CLIMATOLÓGICA,1944-09-01,2021-08-31,OPERANDO,-109.3833333,28.03333333,516,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26063.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26063.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26063.txt,,,,
26068, PRESA ALVARO OBREGON,SONORA,CAJEME,NOROESTE,RÍO YAQUI 2,CLIMATOLÓGICA,1949-05-01,2022-11-30,OPERANDO,-109.8858333,27.82305556,87,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26068.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26068.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26068.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/son/nor6190_26068.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/son/nor7100_26068.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26068.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26068.txt
26073, PUNTA DE AGUA I,SONORA,GUAYMAS,NOROESTE,RÍO MÁTAPE 1,CLIMATOLÓGICA,1957-07-01,2021-11-30,OPERANDO,-110.3697222,28.44416667,245,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26073.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26073.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26073.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/son/nor6190_26073.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/son/nor7100_26073.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26073.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26073.txt
26074, QUEROBABI,SONORA,OPODEPE,NOROESTE,RÍO SONORA 2,CLIMATOLÓGICA,1958-11-01,2023-06-30,OPERANDO,-111.0213889,30.05055556,661,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Diarios/son/dia26074.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Mensuales/son/mes26074.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Med-Extr/son/medex26074.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales6190/son/nor6190_26074.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales7100/son/nor7100_26074.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales8110/son/nor8110_26074.txt,https://smn.conagua.gob.mx/tools/RESOURCES/Normales_Climatologicas/Normales9120/son/nor9120_26074.txt
